"Subject" "Emotion" "Memory" "Test.Tag"
"785" 17 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_2.png"
"786" 17 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_1.png"
"787" 17 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"788" 17 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"789" 17 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_7.png"
"790" 17 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_7.png"
"791" 17 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_4.png"
"792" 17 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_1.png"
"793" 17 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_0.png"
"794" 17 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_2.png"
"795" 17 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_7.png"
"796" 17 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"797" 17 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"798" 17 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_0.png"
"799" 17 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"800" 17 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"801" 17 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_6.png"
"802" 17 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_7.png"
"803" 17 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_7.png"
"804" 17 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_1.png"
"805" 17 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_4.png"
"806" 17 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_3.png"
"807" 17 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_6.png"
"808" 17 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_7.png"
"809" 17 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_3.png"
"810" 17 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_5.png"
"811" 17 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_5.png"
"812" 17 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_6.png"
"813" 17 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"814" 17 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_4.png"
"815" 17 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"816" 17 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_6.png"
"817" 17 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_7.png"
"818" 17 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_0.png"
"819" 17 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_3.png"
"820" 17 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_1.png"
"821" 17 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_2.png"
"822" 17 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"823" 17 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_1.png"
"824" 17 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_3.png"
"825" 17 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"826" 17 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_4.png"
"827" 17 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_7.png"
"828" 17 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_6.png"
"829" 17 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"830" 17 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_5.png"
"831" 17 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"832" 17 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_3.png"
"833" 17 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_5.png"
"834" 17 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_2.png"
"835" 17 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_2.png"
"836" 17 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"837" 17 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_2.png"
"838" 17 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_5.png"
"839" 17 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"840" 17 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"841" 17 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_6.png"
"842" 17 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"843" 17 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_4.png"
"844" 17 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_0.png"
"845" 17 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"846" 17 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_3.png"
"847" 17 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_4.png"
"848" 17 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_2.png"
"849" 17 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_6.png"
"850" 17 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_6.png"
"851" 17 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_7.png"
"852" 17 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"853" 17 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_6.png"
"854" 17 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_2.png"
"855" 17 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"856" 17 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_6.png"
"857" 17 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"858" 17 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_1.png"
"859" 17 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"860" 17 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_2.png"
"861" 17 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_6.png"
"862" 17 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_6.png"
"863" 17 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_6.png"
"864" 17 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"865" 18 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_0.png"
"866" 18 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_7.png"
"867" 18 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_5.png"
"868" 18 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_5.png"
"869" 18 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_7.png"
"870" 18 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_7.png"
"871" 18 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_6.png"
"872" 18 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_5.png"
"873" 18 "Happy" "Happiness\Male\HM_1.png" ""
"874" 18 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_4.png"
"875" 18 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_6.png"
"876" 18 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_7.png"
"877" 18 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"878" 18 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_7.png"
"879" 18 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_2.png"
"880" 18 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_7.png"
"881" 18 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_6.png"
"882" 18 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_3.png"
"883" 18 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_5.png"
"884" 18 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_3.png"
"885" 18 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_4.png"
"886" 18 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"887" 18 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_4.png"
"888" 18 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_5.png"
"889" 18 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_2.png"
"890" 18 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_4.png"
"891" 18 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_4.png"
"892" 18 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"893" 18 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_2.png"
"894" 18 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_6.png"
"895" 18 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"896" 18 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_2.png"
"897" 18 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_5.png"
"898" 18 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"899" 18 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_7.png"
"900" 18 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"901" 18 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_6.png"
"902" 18 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_6.png"
"903" 18 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"904" 18 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_1.png"
"905" 18 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_2.png"
"906" 18 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_7.png"
"907" 18 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_7.png"
"908" 18 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"909" 18 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_6.png"
"910" 18 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_0.png"
"911" 18 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_2.png"
"912" 18 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_1.png"
"913" 18 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"914" 18 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_6.png"
"915" 18 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_7.png"
"916" 18 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_3.png"
"917" 18 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_1.png"
"918" 18 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_7.png"
"919" 18 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"920" 18 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"921" 18 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_4.png"
"922" 18 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_6.png"
"923" 18 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"924" 18 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_4.png"
"925" 18 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_3.png"
"926" 18 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_6.png"
"927" 18 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"928" 18 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"929" 18 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_2.png"
"930" 18 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_2.png"
"931" 18 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_7.png"
"932" 18 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_3.png"
"933" 18 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_3.png"
"934" 18 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_4.png"
"935" 18 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"936" 18 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_4.png"
"937" 18 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_7.png"
"938" 18 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"939" 18 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_7.png"
"940" 18 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_6.png"
"941" 18 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_3.png"
"942" 18 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"943" 18 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_3.png"
"944" 18 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_5.png"
"945" 18 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_6.png"
"946" 18 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_7.png"
"947" 18 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_4.png"
"948" 18 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_3.png"
"949" 18 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_0.png"
"950" 18 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_5.png"
"951" 18 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_1.png"
"952" 18 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"953" 18 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_2.png"
"954" 18 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_4.png"
"955" 18 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_4.png"
"956" 18 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_1.png"
"957" 18 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"958" 18 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"959" 18 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_4.png"
"960" 18 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_6.png"
"961" 19 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_4.png"
"962" 19 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_3.png"
"963" 19 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_7.png"
"964" 19 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_6.png"
"965" 19 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_5.png"
"966" 19 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_6.png"
"967" 19 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_6.png"
"968" 19 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"969" 19 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"970" 19 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_4.png"
"971" 19 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_0.png"
"972" 19 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_4.png"
"973" 19 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_4.png"
"974" 19 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_7.png"
"975" 19 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"976" 19 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"977" 19 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_5.png"
"978" 19 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_3.png"
"979" 19 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_4.png"
"980" 19 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_5.png"
"981" 19 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_6.png"
"982" 19 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_4.png"
"983" 19 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_3.png"
"984" 19 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_3.png"
"985" 19 "Happy" "Happiness\Female\HF_2.png" "Happiness\Female\HF_0.png"
"986" 19 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_0.png"
"987" 19 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_1.png"
"988" 19 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_6.png"
"989" 19 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_2.png"
"990" 19 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_5.png"
"991" 19 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"992" 19 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_2.png"
"993" 19 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_6.png"
"994" 19 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_2.png"
"995" 19 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_0.png"
"996" 19 "Anger" "Anger\Male\AM_5.png" "Anger\Male\AM_5.png"
"997" 19 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_5.png"
"998" 19 "Happy" "Happiness\Female\HF_5.png" "Happiness\Female\HF_5.png"
"999" 19 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_5.png"
"1000" 19 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_4.png"
"1001" 19 "Happy" "Happiness\Male\HM_6.png" "Happiness\Male\HM_6.png"
"1002" 19 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_4.png"
"1003" 19 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_4.png"
"1004" 19 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"1005" 19 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_5.png"
"1006" 19 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"1007" 19 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_3.png"
"1008" 19 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_2.png"
"1009" 19 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_1.png"
"1010" 19 "Happy" "Happiness\Male\HM_4.png" "Happiness\Male\HM_4.png"
"1011" 19 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_7.png"
"1012" 19 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"1013" 19 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_7.png"
"1014" 19 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"1015" 19 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_1.png"
"1016" 19 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_5.png"
"1017" 19 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_3.png"
"1018" 19 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_0.png"
"1019" 19 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_1.png"
"1020" 19 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_2.png"
"1021" 19 "Happy" "Happiness\Female\HF_0.png" "Happiness\Female\HF_0.png"
"1022" 19 "Anger" "Anger\Female\AF_0.png" "Anger\Female\AF_1.png"
"1023" 19 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_3.png"
"1024" 19 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_2.png"
"1025" 19 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_1.png"
"1026" 19 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_5.png"
"1027" 19 "Fear" "Fear\Female\FF_7.png" "Fear\Female\FF_7.png"
"1028" 19 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_4.png"
"1029" 19 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_2.png"
"1030" 19 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_3.png"
"1031" 19 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_6.png"
"1032" 19 "Fear" "Fear\Male\FM_7.png" "Fear\Male\FM_6.png"
"1033" 19 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"1034" 19 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_2.png"
"1035" 19 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_5.png"
"1036" 19 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_7.png"
"1037" 19 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_6.png"
"1038" 19 "Fear" "Fear\Female\FF_1.png" "Fear\Female\FF_1.png"
"1039" 19 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_3.png"
"1040" 19 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_2.png"
"1041" 19 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_3.png"
"1042" 19 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_2.png"
"1043" 19 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_6.png"
"1044" 19 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_1.png"
"1045" 19 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"1046" 19 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_4.png"
"1047" 19 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_0.png"
"1048" 19 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_3.png"
"1049" 19 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_7.png"
"1050" 19 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"1051" 19 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_1.png"
"1052" 19 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"1053" 19 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_2.png"
"1054" 19 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_6.png"
"1055" 19 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_7.png"
"1056" 19 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_2.png"
"1057" 2 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_5.png"
"1058" 2 "Happy" "Happiness\Male\HM_1.png" "Happiness\Male\HM_1.png"
"1059" 2 "Anger" "Anger\Female\AF_6.png" "Anger\Female\AF_6.png"
"1060" 2 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_6.png"
"1061" 2 "Anger" "Anger\Male\AM_0.png" "Anger\Male\AM_5.png"
"1062" 2 "Anger" "Anger\Female\AF_4.png" "Anger\Female\AF_4.png"
"1063" 2 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_5.png"
"1064" 2 "Fear" "Fear\Female\FF_3.png" "Fear\Female\FF_3.png"
"1065" 2 "Anger" "Anger\Female\AF_2.png" "Anger\Female\AF_6.png"
"1066" 2 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_2.png"
"1067" 2 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_7.png"
"1068" 2 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_3.png"
"1069" 2 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_6.png"
"1070" 2 "Happy" "Happiness\Female\HF_7.png" "Happiness\Female\HF_6.png"
"1071" 2 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_4.png"
"1072" 2 "Happy" "Happiness\Male\HM_7.png" "Happiness\Male\HM_6.png"
"1073" 2 "Anger" "Anger\Male\AM_1.png" "Anger\Male\AM_5.png"
"1074" 2 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_1.png"
"1075" 2 "Anger" "Anger\Male\AM_2.png" "Anger\Male\AM_3.png"
"1076" 2 "Happy" "Happiness\Female\HF_3.png" "Happiness\Female\HF_6.png"
"1077" 2 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_3.png"
"1078" 2 "Anger" "Anger\Female\AF_7.png" "Anger\Female\AF_5.png"
"1079" 2 "Fear" "Fear\Male\FM_6.png" "Fear\Male\FM_6.png"
"1080" 2 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_5.png"
"1081" 2 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_7.png"
"1082" 2 "Anger" "Anger\Female\AF_3.png" "Anger\Female\AF_3.png"
"1083" 2 "Anger" "Anger\Female\AF_1.png" "Anger\Female\AF_3.png"
"1084" 2 "Fear" "Fear\Female\FF_0.png" "Fear\Female\FF_0.png"
"1085" 2 "Anger" "Anger\Male\AM_7.png" "Anger\Male\AM_5.png"
"1086" 2 "Anger" "Anger\Male\AM_4.png" "Anger\Male\AM_6.png"
"1087" 2 "Anger" "Anger\Male\AM_3.png" "Anger\Male\AM_4.png"
"1088" 2 "Anger" "Anger\Female\AF_5.png" "Anger\Female\AF_6.png"
"1089" 2 "Fear" "Fear\Male\FM_5.png" "Fear\Male\FM_6.png"
"1090" 2 "Fear" "Fear\Male\FM_1.png" "Fear\Male\FM_3.png"
"1091" 2 "Fear" "Fear\Male\FM_4.png" "Fear\Male\FM_2.png"
"1092" 2 "Fear" "Fear\Male\FM_2.png" "Fear\Male\FM_7.png"
"1093" 2 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_2.png"
"1094" 2 "Happy" "Happiness\Female\HF_6.png" "Happiness\Female\HF_6.png"
"1095" 2 "Fear" "Fear\Female\FF_2.png" "Fear\Female\FF_3.png"
"1096" 2 "Fear" "Fear\Female\FF_5.png" "Fear\Female\FF_4.png"
"1097" 2 "Fear" "Fear\Female\FF_6.png" "Fear\Female\FF_4.png"
"1098" 2 "Happy" "Happiness\Male\HM_0.png" "Happiness\Male\HM_2.png"
"1099" 2 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_1.png"
"1100" 2 "Anger" "Anger\Male\AM_6.png" "Anger\Male\AM_6.png"
"1101" 2 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"1102" 2 "Happy" "Happiness\Female\HF_4.png" "Happiness\Female\HF_4.png"
"1103" 2 "Happy" "Happiness\Male\HM_2.png" "Happiness\Male\HM_5.png"
"1104" 2 "Fear" "Fear\Male\FM_3.png" "Fear\Male\FM_7.png"
"1105" 2 "Fear" "Fear\Female\FF_4.png" "Fear\Female\FF_3.png"
"1106" 2 "Happy" "Happiness\Male\HM_3.png" "Happiness\Male\HM_2.png"
"1107" 2 "Happy" "Happiness\Female\HF_1.png" "Happiness\Female\HF_1.png"
"1108" 2 "Happy" "Happiness\Male\HM_5.png" "Happiness\Male\HM_5.png"
"1109" 2 "Fear" "Fear\Male\FM_0.png" "Fear\Male\FM_0.png"
